alert_id,provider,product,alert_type,severity,event_time,resource,status,payload_json
sigma:m365-onedrive-lnk-upload,sigma,SIEM Sigma,Suspicious OneDrive Link File Upload,high,2018-08-20 00:00:00,BRUCE BIRTHDAY HAPPY HOUR PICS.lnk,active,"{""event"":{""kind"":""alert"",""category"":[""intrusion_detection""],""dataset"":""sigma""},""rule"":{""title"":""Suspicious OneDrive link file upload"",""level"":""high"",""status"":""test"",""logsource"":{""product"":""m365"",""service"":""onedrive""},""detection"":{""keywords"":[""BRUCE BIRTHDAY HAPPY HOUR PICS.lnk""],""condition"":""any""}},""threat"":{""tactic"":{""name"":""Initial Access""},""technique"":{""id"":""T1566""}},""query"":""BRUCE BIRTHDAY HAPPY HOUR PICS.lnk"",""target"":{""resource"":""BRUCE BIRTHDAY HAPPY HOUR PICS.lnk""},""matched_events"":{""event_count"":23,""rule_match_count"":23,""sample_match_count"":23,""sample_match_scope"":{""required_terms"":[""BRUCE BIRTHDAY HAPPY HOUR PICS.lnk""],""any_terms"":[]},""first_seen"":""2018-08-20 00:00:00"",""last_seen"":""2018-08-20 11:49:43.213"",""samples"":[{""event_ref"":""16965808432743513920"",""event_time"":""2018-08-20 00:00:00"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""BRUCE BIRTHDAY HAPPY HOUR PICS.lnk""]},{""event_ref"":""4087949523006030942"",""event_time"":""2018-08-20 00:00:00"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""BRUCE BIRTHDAY HAPPY HOUR PICS.lnk""]},{""event_ref"":""5305575529335196188"",""event_time"":""2018-08-20 00:00:00"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""BRUCE BIRTHDAY HAPPY HOUR PICS.lnk""]},{""event_ref"":""13001472946063795270"",""event_time"":""2018-08-20 00:01:00"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""BRUCE BIRTHDAY HAPPY HOUR PICS.lnk""]},{""event_ref"":""5719224356419374557"",""event_time"":""2018-08-20 00:01:00"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""BRUCE BIRTHDAY HAPPY HOUR PICS.lnk""]}]}}"
sigma:m365-onedrive-unusual-user-agent,sigma,SIEM Sigma,Unusual OneDrive User Agent,low,2018-08-20 00:00:00,OneDrive,active,"{""event"":{""kind"":""alert"",""category"":[""intrusion_detection""],""dataset"":""sigma""},""rule"":{""title"":""Unusual OneDrive user agent"",""level"":""low"",""status"":""test"",""logsource"":{""product"":""m365"",""service"":""onedrive""},""detection"":{""keywords"":[""OneDrive"",""UserAgent""],""condition"":""any""}},""threat"":{""tactic"":{""name"":""Initial Access""},""technique"":{""id"":""T1566""}},""query"":""OneDrive OR UserAgent"",""target"":{""resource"":""OneDrive""},""matched_events"":{""event_count"":134,""rule_match_count"":5804,""sample_match_count"":134,""sample_match_scope"":{""required_terms"":[""OneDrive"",""UserAgent""],""any_terms"":[]},""first_seen"":""2018-08-20 00:00:00"",""last_seen"":""2018-08-20 23:31:00"",""samples"":[{""event_ref"":""11261995843029267799"",""event_time"":""2018-08-20 00:00:00"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""OneDrive"",""UserAgent""]},{""event_ref"":""3258333948904700798"",""event_time"":""2018-08-20 00:00:00"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""OneDrive"",""UserAgent""]},{""event_ref"":""5028091832507453316"",""event_time"":""2018-08-20 00:00:00"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""OneDrive"",""UserAgent""]},{""event_ref"":""4116775409017169494"",""event_time"":""2018-08-20 00:00:16"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""OneDrive"",""UserAgent""]},{""event_ref"":""13001472946063795270"",""event_time"":""2018-08-20 00:01:00"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""OneDrive"",""UserAgent""]}]}}"
sigma:m365-link-file-used,sigma,SIEM Sigma,Suspicious Link File Accessed,medium,2018-08-20 00:00:00,BRUCE BIRTHDAY HAPPY HOUR PICS.lnk,active,"{""event"":{""kind"":""alert"",""category"":[""intrusion_detection""],""dataset"":""sigma""},""rule"":{""title"":""Suspicious link file used"",""level"":""medium"",""status"":""test"",""logsource"":{""product"":""m365"",""service"":""onedrive""},""detection"":{""keywords"":[""BRUCE BIRTHDAY HAPPY HOUR PICS.lnk"",""used""],""condition"":""any""}},""threat"":{""tactic"":{""name"":""Initial Access""},""technique"":{""id"":""T1204""}},""query"":""BRUCE BIRTHDAY HAPPY HOUR PICS.lnk OR used"",""target"":{""resource"":""BRUCE BIRTHDAY HAPPY HOUR PICS.lnk""},""matched_events"":{""event_count"":10,""rule_match_count"":9090,""sample_match_count"":10,""sample_match_scope"":{""required_terms"":[""BRUCE BIRTHDAY HAPPY HOUR PICS.lnk"",""used""],""any_terms"":[]},""first_seen"":""2018-08-20 00:00:00"",""last_seen"":""2018-08-20 11:35:13.863"",""samples"":[{""event_ref"":""4087949523006030942"",""event_time"":""2018-08-20 00:00:00"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""BRUCE BIRTHDAY HAPPY HOUR PICS.lnk"",""used""]},{""event_ref"":""13001472946063795270"",""event_time"":""2018-08-20 00:01:00"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""BRUCE BIRTHDAY HAPPY HOUR PICS.lnk"",""used""]},{""event_ref"":""5719224356419374557"",""event_time"":""2018-08-20 00:01:00"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""BRUCE BIRTHDAY HAPPY HOUR PICS.lnk"",""used""]},{""event_ref"":""2582460777209675923"",""event_time"":""2018-08-20 09:56:01"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""BRUCE BIRTHDAY HAPPY HOUR PICS.lnk"",""used""]},{""event_ref"":""11215645952369728372"",""event_time"":""2018-08-20 10:00:00"",""_sourcetype"":""journal-too_small"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534759200_1534759200_312/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""BRUCE BIRTHDAY HAPPY HOUR PICS.lnk"",""used""]}]}}"
sigma:m365-inbox-rule-forward-external,sigma,SIEM Sigma,External Mail Forwarding Rule,high,2018-08-20 09:22:55.183,hyunki1984@naver.com,active,"{""event"":{""kind"":""alert"",""category"":[""intrusion_detection""],""dataset"":""sigma""},""rule"":{""title"":""External mailbox forwarding rule"",""level"":""high"",""status"":""test"",""logsource"":{""product"":""m365"",""service"":""exchange""},""detection"":{""keywords"":[""bcc"",""hyunki1984@naver.com""],""condition"":""any""}},""threat"":{""tactic"":{""name"":""Collection""},""technique"":{""id"":""T1114""}},""query"":""bcc OR hyunki1984@naver.com"",""target"":{""resource"":""hyunki1984@naver.com""},""matched_events"":{""event_count"":5,""rule_match_count"":3673,""sample_match_count"":5,""sample_match_scope"":{""required_terms"":[""bcc"",""hyunki1984@naver.com""],""any_terms"":[]},""first_seen"":""2018-08-20 09:22:55.183"",""last_seen"":""2018-08-20 14:59:42.889"",""samples"":[{""event_ref"":""2812406475221752486"",""event_time"":""2018-08-20 09:22:55.183"",""_sourcetype"":""journal-3"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534758273_1534755600_303/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""bcc"",""hyunki1984@naver.com""]},{""event_ref"":""5362667744140462819"",""event_time"":""2018-08-20 13:47:44"",""_sourcetype"":""journal-7"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534776480_1534769280_306/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""bcc"",""hyunki1984@naver.com""]},{""event_ref"":""12965305729260821803"",""event_time"":""2018-08-20 14:52:39.701"",""_sourcetype"":""journal-6"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534778228_1534766520_308/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""bcc"",""hyunki1984@naver.com""]},{""event_ref"":""325466159781986721"",""event_time"":""2018-08-20 14:55:35.381"",""_sourcetype"":""journal-6"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534778228_1534766520_308/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""bcc"",""hyunki1984@naver.com""]},{""event_ref"":""6169149083328066227"",""event_time"":""2018-08-20 14:59:42.889"",""_sourcetype"":""journal-5"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534778280_1534776480_307/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""bcc"",""hyunki1984@naver.com""]}]}}"
sigma:m365-sensitive-mail-search,sigma,SIEM Sigma,Suspicious Mail Search Terms,medium,2018-08-20 11:04:01,mail search,active,"{""event"":{""kind"":""alert"",""category"":[""intrusion_detection""],""dataset"":""sigma""},""rule"":{""title"":""Sensitive mail or web search terms"",""level"":""medium"",""status"":""test"",""logsource"":{""product"":""m365"",""service"":""exchange""},""detection"":{""keywords"":[""cromdale"",""financial"",""secret""],""condition"":""any""}},""threat"":{""tactic"":{""name"":""Discovery""},""technique"":{""id"":""T1213""}},""query"":""cromdale OR financial OR secret"",""target"":{""resource"":""mail search""},""matched_events"":{""event_count"":1,""rule_match_count"":7,""sample_match_count"":1,""sample_match_scope"":{""required_terms"":[""cromdale"",""financial"",""secret""],""any_terms"":[]},""first_seen"":""2018-08-20 11:04:01"",""last_seen"":""2018-08-20 11:04:01"",""samples"":[{""event_ref"":""2951393555789874398"",""event_time"":""2018-08-20 11:04:01"",""_sourcetype"":""journal"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534766463_1534762020_305/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""cromdale"",""financial"",""secret""]}]}}"
sigma:m365-expired-account-login,sigma,SIEM Sigma,Successful Login To Expired Account,medium,2018-08-20 09:54:51,expired account,active,"{""event"":{""kind"":""alert"",""category"":[""intrusion_detection""],""dataset"":""sigma""},""rule"":{""title"":""Successful sign-in by expired account"",""level"":""medium"",""status"":""test"",""logsource"":{""product"":""m365"",""service"":""azuread""},""detection"":{""keywords"":[""expired"",""successful""],""condition"":""any""}},""threat"":{""tactic"":{""name"":""Initial Access""},""technique"":{""id"":""T1078""}},""query"":""expired OR successful"",""target"":{""resource"":""expired account""},""matched_events"":{""event_count"":1,""rule_match_count"":1854,""sample_match_count"":1,""sample_match_scope"":{""required_terms"":[""expired"",""successful""],""any_terms"":[]},""first_seen"":""2018-08-20 09:54:51"",""last_seen"":""2018-08-20 09:54:51"",""samples"":[{""event_ref"":""2334420418869876105"",""event_time"":""2018-08-20 09:54:51"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""expired"",""successful""]}]}}"
sigma:m365-aad-password-reset-burst,sigma,SIEM Sigma,Azure AD Password Reset Burst,low,2018-08-20 11:48:29.135,Kevin Lagerfield,active,"{""event"":{""kind"":""alert"",""category"":[""intrusion_detection""],""dataset"":""sigma""},""rule"":{""title"":""Azure AD password reset burst"",""level"":""low"",""status"":""test"",""logsource"":{""product"":""m365"",""service"":""azuread""},""detection"":{""keywords"":[""Kevin Lagerfield"",""password reset""],""condition"":""any""}},""threat"":{""tactic"":{""name"":""Credential Access""},""technique"":{""id"":""T1098""}},""query"":""Kevin Lagerfield OR password reset"",""target"":{""resource"":""Kevin Lagerfield""},""matched_events"":{""event_count"":2,""rule_match_count"":2,""sample_match_count"":2,""sample_match_scope"":{""required_terms"":[""Kevin Lagerfield""],""any_terms"":[]},""first_seen"":""2018-08-20 11:48:29.135"",""last_seen"":""2018-08-20 13:04:44"",""samples"":[{""event_ref"":""24477469090511907"",""event_time"":""2018-08-20 11:48:29.135"",""_sourcetype"":""journal"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534766463_1534762020_305/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""Kevin Lagerfield""]},{""event_ref"":""12005786160809344405"",""event_time"":""2018-08-20 13:04:44"",""_sourcetype"":""journal-7"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534776480_1534769280_306/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""Kevin Lagerfield""]}]}}"
sigma:m365-aad-password-reset-burst-repeat-01,sigma,SIEM Sigma,Azure AD Password Reset Burst,low,2018-08-20 13:04:44,Kevin Lagerfield,active,"{""event"":{""kind"":""alert"",""category"":[""intrusion_detection""],""dataset"":""sigma""},""rule"":{""title"":""Azure AD password reset burst"",""level"":""low"",""status"":""test"",""logsource"":{""product"":""m365"",""service"":""azuread""},""detection"":{""keywords"":[""Kevin Lagerfield"",""password reset""],""condition"":""any""}},""threat"":{""tactic"":{""name"":""Credential Access""},""technique"":{""id"":""T1098""}},""query"":""Kevin Lagerfield OR password reset"",""target"":{""resource"":""Kevin Lagerfield""},""matched_events"":{""event_count"":2,""rule_match_count"":2,""sample_match_count"":2,""sample_match_scope"":{""required_terms"":[""Kevin Lagerfield""],""any_terms"":[]},""first_seen"":""2018-08-20 11:48:29.135"",""last_seen"":""2018-08-20 13:04:44"",""samples"":[{""event_ref"":""12005786160809344405"",""event_time"":""2018-08-20 13:04:44"",""_sourcetype"":""journal-7"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534776480_1534769280_306/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""Kevin Lagerfield""]}]}}"
sigma:m365-aad-account-disabled,sigma,SIEM Sigma,Azure AD Account Disabled,low,2018-08-20 09:58:39.774,bgist@froth.ly,active,"{""event"":{""kind"":""alert"",""category"":[""intrusion_detection""],""dataset"":""sigma""},""rule"":{""title"":""Azure AD account disabled"",""level"":""low"",""status"":""test"",""logsource"":{""product"":""m365"",""service"":""azuread""},""detection"":{""keywords"":[""bgist@froth.ly"",""disabled""],""condition"":""any""}},""threat"":{""tactic"":{""name"":""Impact""},""technique"":{""id"":""T1531""}},""query"":""bgist@froth.ly OR disabled"",""target"":{""resource"":""bgist@froth.ly""},""matched_events"":{""event_count"":5,""rule_match_count"":7571,""sample_match_count"":5,""sample_match_scope"":{""required_terms"":[""bgist@froth.ly"",""disabled""],""any_terms"":[]},""first_seen"":""2018-08-20 09:58:39.774"",""last_seen"":""2018-08-20 14:55:35.381"",""samples"":[{""event_ref"":""14527421426662078030"",""event_time"":""2018-08-20 09:58:39.774"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""bgist@froth.ly"",""disabled""]},{""event_ref"":""5932101771082641878"",""event_time"":""2018-08-20 11:28:25.068"",""_sourcetype"":""journal"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534766463_1534762020_305/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""bgist@froth.ly"",""disabled""]},{""event_ref"":""14339138821750245302"",""event_time"":""2018-08-20 11:56:32.645"",""_sourcetype"":""journal"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534766463_1534762020_305/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""bgist@froth.ly"",""disabled""]},{""event_ref"":""13199585235650073538"",""event_time"":""2018-08-20 13:49:42"",""_sourcetype"":""journal-7"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534776480_1534769280_306/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""bgist@froth.ly"",""disabled""]},{""event_ref"":""325466159781986721"",""event_time"":""2018-08-20 14:55:35.381"",""_sourcetype"":""journal-6"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534778228_1534766520_308/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""bgist@froth.ly"",""disabled""]}]}}"
sigma:m365-aad-account-disabled-repeat-01,sigma,SIEM Sigma,Azure AD Account Disabled,low,2018-08-20 11:28:25.068,bgist@froth.ly,active,"{""event"":{""kind"":""alert"",""category"":[""intrusion_detection""],""dataset"":""sigma""},""rule"":{""title"":""Azure AD account disabled"",""level"":""low"",""status"":""test"",""logsource"":{""product"":""m365"",""service"":""azuread""},""detection"":{""keywords"":[""bgist@froth.ly"",""disabled""],""condition"":""any""}},""threat"":{""tactic"":{""name"":""Impact""},""technique"":{""id"":""T1531""}},""query"":""bgist@froth.ly OR disabled"",""target"":{""resource"":""bgist@froth.ly""},""matched_events"":{""event_count"":5,""rule_match_count"":7571,""sample_match_count"":5,""sample_match_scope"":{""required_terms"":[""bgist@froth.ly"",""disabled""],""any_terms"":[]},""first_seen"":""2018-08-20 09:58:39.774"",""last_seen"":""2018-08-20 14:55:35.381"",""samples"":[{""event_ref"":""5932101771082641878"",""event_time"":""2018-08-20 11:28:25.068"",""_sourcetype"":""journal"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534766463_1534762020_305/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""bgist@froth.ly"",""disabled""]},{""event_ref"":""14339138821750245302"",""event_time"":""2018-08-20 11:56:32.645"",""_sourcetype"":""journal"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534766463_1534762020_305/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""bgist@froth.ly"",""disabled""]},{""event_ref"":""13199585235650073538"",""event_time"":""2018-08-20 13:49:42"",""_sourcetype"":""journal-7"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534776480_1534769280_306/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""bgist@froth.ly"",""disabled""]},{""event_ref"":""325466159781986721"",""event_time"":""2018-08-20 14:55:35.381"",""_sourcetype"":""journal-6"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534778228_1534766520_308/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""bgist@froth.ly"",""disabled""]}]}}"
sigma:m365-aad-account-disabled-repeat-02,sigma,SIEM Sigma,Azure AD Account Disabled,low,2018-08-20 11:56:32.645,bgist@froth.ly,active,"{""event"":{""kind"":""alert"",""category"":[""intrusion_detection""],""dataset"":""sigma""},""rule"":{""title"":""Azure AD account disabled"",""level"":""low"",""status"":""test"",""logsource"":{""product"":""m365"",""service"":""azuread""},""detection"":{""keywords"":[""bgist@froth.ly"",""disabled""],""condition"":""any""}},""threat"":{""tactic"":{""name"":""Impact""},""technique"":{""id"":""T1531""}},""query"":""bgist@froth.ly OR disabled"",""target"":{""resource"":""bgist@froth.ly""},""matched_events"":{""event_count"":5,""rule_match_count"":7571,""sample_match_count"":5,""sample_match_scope"":{""required_terms"":[""bgist@froth.ly"",""disabled""],""any_terms"":[]},""first_seen"":""2018-08-20 09:58:39.774"",""last_seen"":""2018-08-20 14:55:35.381"",""samples"":[{""event_ref"":""14339138821750245302"",""event_time"":""2018-08-20 11:56:32.645"",""_sourcetype"":""journal"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534766463_1534762020_305/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""bgist@froth.ly"",""disabled""]},{""event_ref"":""13199585235650073538"",""event_time"":""2018-08-20 13:49:42"",""_sourcetype"":""journal-7"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534776480_1534769280_306/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""bgist@froth.ly"",""disabled""]},{""event_ref"":""325466159781986721"",""event_time"":""2018-08-20 14:55:35.381"",""_sourcetype"":""journal-6"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534778228_1534766520_308/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""bgist@froth.ly"",""disabled""]}]}}"
sigma:m365-email-malware-artifact,sigma,SIEM Sigma,Email Malware Artifact,high,2018-08-18 15:03:10.484,Frothly-Brewery-Financial-Planning-FY2019-Draft.xlsm,active,"{""event"":{""kind"":""alert"",""category"":[""intrusion_detection""],""dataset"":""sigma""},""rule"":{""title"":""Email malware artifact"",""level"":""high"",""status"":""test"",""logsource"":{""product"":""m365"",""service"":""exchange""},""detection"":{""keywords"":[""Frothly-Brewery-Financial-Planning-FY2019-Draft.xlsm"",""HxTsr.exe""],""condition"":""any""}},""threat"":{""tactic"":{""name"":""Initial Access""},""technique"":{""id"":""T1566""}},""query"":""Frothly-Brewery-Financial-Planning-FY2019-Draft.xlsm OR HxTsr.exe"",""target"":{""resource"":""Frothly-Brewery-Financial-Planning-FY2019-Draft.xlsm""},""matched_events"":{""event_count"":403,""rule_match_count"":403,""sample_match_count"":403,""sample_match_scope"":{""required_terms"":[""HxTsr.exe""],""any_terms"":[]},""first_seen"":""2018-08-18 15:03:10.484"",""last_seen"":""2018-08-21 09:45:58"",""samples"":[{""event_ref"":""5508390685228265955"",""event_time"":""2018-08-18 15:03:10.484"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""HxTsr.exe""]},{""event_ref"":""14046509406400043474"",""event_time"":""2018-08-19 15:23:59"",""_sourcetype"":""journal"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534766463_1534762020_305/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""HxTsr.exe""]},{""event_ref"":""14577903728371859556"",""event_time"":""2018-08-19 18:59:04.538"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""HxTsr.exe""]},{""event_ref"":""7554563809450198576"",""event_time"":""2018-08-19 18:59:04.538"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""HxTsr.exe""]},{""event_ref"":""2852980895000436045"",""event_time"":""2018-08-19 21:47:40"",""_sourcetype"":""journal-4"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534762138_1534758300_302/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""HxTsr.exe""]}]}}"
sigma:m365-log-ingestion-lag,sigma,SIEM Sigma,AAD Sign-In Log Lag Anomaly,info,2018-08-20 11:04:01,ms:aad:signin,active,"{""event"":{""kind"":""alert"",""category"":[""intrusion_detection""],""dataset"":""sigma""},""rule"":{""title"":""AAD sign-in ingestion lag anomaly"",""level"":""info"",""status"":""test"",""logsource"":{""product"":""m365"",""service"":""onedrive""},""detection"":{""keywords"":[""ms:aad:signin"",""lag""],""condition"":""any""}},""threat"":{""tactic"":{""name"":""Collection""},""technique"":{""id"":""T1119""}},""query"":""ms:aad:signin OR lag"",""target"":{""resource"":""ms:aad:signin""},""matched_events"":{""event_count"":3,""rule_match_count"":10538,""sample_match_count"":3,""sample_match_scope"":{""required_terms"":[""ms:aad:signin"",""lag""],""any_terms"":[]},""first_seen"":""2018-08-20 11:04:01"",""last_seen"":""2018-08-20 14:48:07.644"",""samples"":[{""event_ref"":""2951393555789874398"",""event_time"":""2018-08-20 11:04:01"",""_sourcetype"":""journal"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534766463_1534762020_305/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""ms:aad:signin"",""lag""]},{""event_ref"":""14974558928710748560"",""event_time"":""2018-08-20 11:54:00"",""_sourcetype"":""journal-too_small"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534766331_1534766040_301/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""ms:aad:signin"",""lag""]},{""event_ref"":""16100501678543447844"",""event_time"":""2018-08-20 14:48:07.644"",""_sourcetype"":""journal-5"",""source"":""botsv3_data_set (1).tgz:./botsv3_data_set/var/lib/splunk/botsv3/db/db_1534778280_1534776480_307/rawdata/journal.gz"",""host"":""vmaemzjb"",""matched_terms"":[""ms:aad:signin"",""lag""]}]}}"
